,initial_age,weight,family_kind,race,marital_status,accumulated_capital,annual_contribution,income
40764,59,1139,1,3,1,274929.1762448249,0.13,83542.29
40765,37,3055,2,1,3,9465.567628710123,0.22,68506.12
40766,63,2851,2,1,3,86632.75308515655,0.04,20152.92
40767,54,1523,3,4,4,-40841.08066678274,0.21,68912.86
40768,57,2730,2,1,5,16389.504069932962,0.12,58126.73
40769,62,2996,3,1,3,-36820.05746802816,0.08,51219.83
40770,50,2878,3,1,3,57639.65577807379,0.04,97594.63
40771,44,3093,2,1,5,16588.08956890269,0.22,86752.95
40772,59,2765,2,1,3,-22145.12149876227,0.33,22256.8
40773,63,1600,1,1,1,174111.28630821398,0.15,36370.34
40774,37,3027,3,1,5,15965.820128294636,0.35,52137.53
40775,37,3027,3,1,5,169257.10236400846,0.03,108496.12
40776,38,1684,1,4,1,244375.3274405121,0.06,23117.76
40777,58,2951,1,1,1,10177.148123822815,0.27,37511.0
40778,55,2951,3,1,3,-104416.9225749248,0.16,9057.07
40779,55,2951,1,1,1,-27716.7977365125,0.29,99018.4
40780,55,2951,1,1,1,190086.4316695581,0.24,47244.82
40781,53,2937,3,1,3,173472.86819122767,0.08,15252.69
40782,51,1496,3,2,3,97202.2149031436,0.04,31380.09
40783,40,1745,1,3,1,-164596.23694857946,0.34,23363.34
40784,43,1084,1,3,1,192632.10588035983,0.1,36848.46
40785,54,1455,1,3,1,-30770.19273698292,0.15,22634.74
40786,36,2150,1,4,1,-190501.881684954,0.07,34959.31
40787,47,1768,2,4,3,42877.08586706566,0.1,111406.82
40788,36,1877,1,1,1,10211.784901588791,0.24,83365.36
40789,36,1773,1,1,1,-24077.48911304011,0.18,58652.02
40790,63,1374,1,4,1,-155092.44113557073,0.02,56110.68
40791,42,1781,1,1,1,520458.1025636272,0.3,28110.92
40792,48,1781,1,2,1,108615.67299331726,0.17,73547.83
40793,36,2298,3,4,5,146651.49326205257,0.07,50206.88
40794,51,1598,1,1,1,218790.1745808237,0.05,55295.63
40795,35,1408,1,1,1,29072.430373154144,0.22,33156.04
40796,60,1334,3,2,3,-89730.00296833643,0.31,33232.75
40797,42,1881,2,1,3,85753.13104476107,0.2,165995.97
40798,42,1960,1,1,1,-54179.58113764256,0.05,15422.0
40799,38,1270,3,1,3,11150.96776806184,0.23,167659.66
40800,45,1270,2,1,5,-118620.43688800976,0.31,27484.71
40801,46,1756,1,4,1,25558.77646150254,0.08,69730.21
40802,37,1833,1,1,1,-49473.6088052728,0.29,51765.58
40803,54,1566,1,4,1,-63712.06450582593,0.31,35184.11
40804,44,1421,3,1,4,-92679.84849971054,0.15,56149.24
40805,53,1574,1,4,1,504896.8251104892,0.03,22278.14
40806,35,1301,1,1,1,276178.6117392896,0.32,39963.69
40807,40,1796,3,4,3,14507.280515462093,0.19,205649.4
40808,40,1301,1,1,1,20592.839583791752,0.15,51985.67
40809,37,1301,1,1,1,144557.61357437243,0.11,76887.17
40810,35,1949,1,1,1,128126.61564047675,0.12,209272.95
40811,41,2122,1,1,1,-133054.67935700007,0.05,109336.96
40812,44,1761,3,4,3,98754.33680807002,0.16,128574.83
40813,54,1761,2,4,3,26046.72940896439,0.09,53016.98
40814,46,2033,1,4,1,157408.1447235657,0.34,13839.57
40815,46,1049,1,3,1,-342704.84189943573,0.31,25133.74
40816,35,1407,1,3,1,-33898.59471997616,0.02,84142.46
40817,48,1395,1,4,1,207606.48437586427,0.06,59187.78
40818,56,1588,1,4,1,-281822.4749456807,0.17,31380.96
40819,35,1599,1,1,1,9773.98444900071,0.34,62838.66
40820,38,1133,1,1,1,278531.4735033674,0.26,8440.43
40821,36,1605,1,1,1,151119.39860474528,0.01,91062.76
40822,54,1261,1,1,1,505460.897892946,0.3,62604.33
40823,53,1482,2,1,3,-44343.61663714935,0.19,16231.25
40824,60,2701,1,1,1,148896.04157024453,0.24,38799.7
40825,57,2701,3,1,3,-11287.959636708458,0.08,24492.67
40826,45,1230,1,1,1,177306.41174055074,0.22,149466.44
40827,53,1363,1,1,1,104964.37497430058,0.23,88282.74
40828,48,1230,1,1,1,852909.5234131179,0.18,38111.06
40829,53,2630,3,1,3,112139.91928386688,0.25,46508.37
40830,60,1928,2,1,3,-100649.00009059104,0.3,6729.28
40831,57,1762,2,1,3,190216.31385721275,0.26,46198.05
40832,62,2776,3,1,2,-208249.07715663343,0.1,27230.34
40833,50,2468,2,1,5,66984.27536498389,0.27,52076.85
40834,62,1198,1,4,1,-114723.61789195196,0.24,18572.13
40835,62,2698,1,1,1,-134733.56493589882,0.1,81786.52
40836,58,2520,1,1,1,19820.577787637863,0.16,63776.19
40837,53,1045,1,3,1,13205.12701637886,0.34,103047.1
40838,36,2146,2,4,5,159790.21380442343,0.1,62635.89
40839,56,2920,1,1,1,-321304.580082556,0.07,33030.63
40840,56,1917,1,1,1,164237.4482413542,0.14,58845.65
40841,49,2822,1,1,1,13220.591378981317,0.34,82203.31
40842,54,2794,1,1,1,99252.26129253402,0.16,46323.2
40843,41,3003,2,1,3,-211908.39415657145,0.28,84946.43
40844,56,1939,2,1,3,18898.03128855866,0.25,9787.94
40845,48,3490,2,1,5,19397.10020799068,0.17,82035.03
40846,60,3199,2,1,3,163278.28409221736,0.31,142217.07
40847,38,1633,1,1,1,73482.54023552216,0.18,111474.79
40848,61,2773,3,1,5,-55939.24342162268,0.11,130802.46
40849,54,2861,2,1,5,204821.38912373807,0.19,41281.46
40850,35,2699,1,1,1,-15459.594156587484,0.31,50416.16
40851,42,1559,3,1,4,-193707.0107251296,0.26,46912.68
40852,49,1448,1,1,1,576743.0667341079,0.21,33677.55
40853,60,2776,3,1,3,-175555.10231465564,0.2,65654.59
40854,62,2279,2,1,3,32820.56721229293,0.15,41680.01
40855,59,2439,2,1,3,201405.3793970992,0.34,39321.41
40856,55,2684,2,1,3,-22951.870743480093,0.21,131121.48
40857,54,2794,1,1,1,387555.083492962,0.26,58162.52
40858,51,2822,1,1,1,136675.57810904886,0.04,72272.47
40859,60,1603,1,4,1,46985.00550184778,0.04,29220.73
40860,52,2875,3,1,4,-119148.85372975298,0.2,6569.47
40861,59,2850,1,1,1,493736.11105314654,0.05,122678.8
40862,61,1572,1,4,1,-36085.29874808671,0.14,49374.78
40863,59,1572,1,1,1,544461.094569325,0.02,82422.67
40864,37,1633,1,1,1,80879.60342470632,0.18,97794.46
40865,42,1020,1,3,1,163891.89031347516,0.24,57565.21
40866,47,1540,1,1,1,95029.21421592748,0.24,31217.21
40867,49,1540,1,1,1,216133.2104792448,0.32,66230.39
40868,46,1540,1,1,1,15488.1152274136,0.24,95636.31
40869,57,1727,2,1,3,3989.3208959090407,0.07,100017.21
40870,41,1870,1,1,1,110619.60654307855,0.05,17208.92
40871,45,1739,1,1,1,-141699.8583073612,0.24,150374.63
40872,48,1642,1,1,1,228293.20900547504,0.04,22716.74
40873,36,1520,1,1,1,86299.4616499089,0.28,29816.45
40874,60,1487,1,1,1,248926.7546216806,0.02,19474.15
40875,45,1581,1,1,1,-193055.4746403289,0.04,26250.99
40876,40,1546,3,1,4,52939.75039088733,0.19,37882.88
40877,44,1734,3,1,5,135303.1508636247,0.29,24655.61
40878,46,1734,2,1,5,177316.41313318344,0.2,39033.77
40879,62,2623,1,1,1,323621.82792784774,0.06,47388.51
40880,49,1472,3,3,3,-70110.65757743554,0.14,50877.44
40881,51,1049,2,3,4,31681.258856529366,0.34,46051.98
40882,50,1117,1,3,1,-40580.314302501785,0.03,50791.71
40883,54,1592,1,1,1,104493.68661078053,0.14,49277.96
40884,47,1235,1,3,1,-309340.1261831643,0.02,97823.76
40885,40,1438,1,1,1,-251852.95551195735,0.34,89125.51
40886,40,1558,1,1,1,8292.105152987764,0.29,93931.74
40887,44,2682,1,1,1,27133.66847114264,0.04,36577.44
40888,60,1203,3,4,3,56221.846772498495,0.01,34109.35
40889,61,2685,3,1,3,42587.898658521495,0.24,198710.02
40890,53,2553,3,1,3,166032.0724526852,0.05,30420.37
40891,55,2553,1,1,1,184746.4543704489,0.01,76176.51
40892,58,1176,1,3,1,-46022.62237575989,0.33,54349.26
40893,40,1117,1,3,1,-121792.57362364935,0.06,48788.44
40894,38,1917,2,4,3,-85458.93550799842,0.24,34654.47
40895,62,3153,1,1,1,-193341.2345157224,0.17,222801.73
40896,42,1729,1,1,1,-189119.2862954435,0.3,47661.03
40897,53,1337,1,1,1,42210.46485611023,0.1,108035.49
40898,38,1092,1,3,1,120286.25776784864,0.12,251598.71
40899,56,1342,3,3,1,-111276.83469215568,0.16,94050.88
40900,50,1283,1,3,1,-106723.34193499152,0.1,80934.95
40901,46,1320,1,3,1,-350006.1227521599,0.08,15692.36
40902,41,1220,2,3,5,-102830.74767273424,0.04,36707.72
40903,41,1220,3,3,1,-27500.154278737125,0.16,21861.46
40904,42,1617,3,1,3,27346.11584887854,0.24,22858.49
40905,43,1669,1,1,1,-112515.20456965438,0.3,29218.25
40906,38,1569,1,1,1,28159.74416865025,0.24,42963.4
40907,56,1532,1,1,1,-286544.7740062317,0.31,69539.87
40908,37,1572,1,1,1,91092.26202551066,0.25,47209.4
40909,44,1586,2,1,3,93488.80885958884,0.32,81967.57
40910,49,2697,1,1,1,133686.34074921117,0.04,26683.42
40911,40,1220,1,3,1,130501.30474166531,0.25,58374.23
40912,60,1287,2,3,1,44577.245857808666,0.27,122358.94
40913,44,1603,3,1,3,51137.11199886627,0.16,57972.92
40914,57,2553,1,1,1,140555.37220463113,0.23,72788.64
40915,41,1232,1,1,1,-7700.757373865109,0.0,157716.48
40916,40,1229,1,1,1,109342.109275959,0.12,15935.33
40917,38,1253,1,3,1,-33176.86704420474,0.14,70421.51
40918,38,1253,1,3,1,8065.065944901111,0.22,19742.21
40919,60,2918,2,1,5,19068.53714402935,0.16,100171.35
40920,56,2918,3,1,3,-127746.99826141396,0.18,67646.54
40921,45,1235,1,3,1,-87345.40307574041,0.17,249788.27
40922,39,2102,3,1,3,-214529.1547215143,0.23,112465.2
40923,46,2714,3,1,3,20980.33670830742,0.15,72944.95
40924,54,2517,1,1,1,93000.95358867214,0.22,34177.39
40925,63,2536,3,1,2,-239216.32405012927,0.13,91435.56
40926,37,2102,3,1,5,-231424.54626092236,0.06,54753.24
40927,63,3245,3,1,3,-105226.8939392213,0.29,35855.96
40928,35,1588,1,1,1,-259978.27234904547,0.19,33524.39
40929,36,1290,1,3,1,25713.68930021863,0.28,97247.85
40930,42,1540,3,1,3,-7100.072550672115,0.06,45935.35
40931,56,1150,1,3,1,-39243.42051792304,0.31,94586.22
40932,50,1235,1,3,1,-90990.54985299447,0.08,26121.93
40933,55,2848,1,1,1,-1448.154200520133,0.14,328226.97
40934,60,2692,1,1,1,81818.3296113603,0.17,55778.41
40935,58,1353,2,1,3,322726.0897164337,0.08,43574.66
40936,39,1432,3,3,4,-96985.31590667371,0.25,47405.05
40937,42,1299,1,3,1,52050.86150922886,0.11,75555.64
40938,41,1417,1,1,1,87186.72781171174,0.33,62096.75
40939,63,1387,1,3,1,41052.01208301664,0.26,123421.22
40940,45,1283,1,3,1,-175797.60093182782,0.03,111960.71
40941,41,1403,3,3,5,-318620.16778500617,0.05,49102.72
40942,47,1303,1,1,1,74924.83487207873,0.19,45662.39
40943,40,1220,3,3,3,-97994.4352328554,0.25,75692.79
40944,50,1220,2,3,2,20146.96891027816,0.08,55176.07
40945,36,1716,3,1,3,126702.6439998303,0.06,36240.15
40946,55,1716,2,2,5,47156.2698422152,0.34,53743.18
40947,58,1745,2,4,3,927.5349524844748,0.16,37914.52
40948,38,1310,1,1,1,106766.7783645391,0.21,174250.09
40949,42,1714,1,1,1,-157612.2136900675,0.31,141323.63
40950,35,1310,1,1,1,-117495.8883300518,0.24,74338.38
40951,46,1578,1,1,1,48784.127870754666,0.32,71250.37
40952,42,1119,1,3,1,29335.91039082584,0.02,57104.32
40953,56,1232,3,3,2,-57103.9455017482,0.03,15560.25
40954,42,1232,2,3,1,97515.01240242826,0.05,68508.44
40955,39,1969,2,3,3,107101.93846106532,0.21,15087.98
40956,54,1178,3,3,4,36820.47726418814,0.21,27651.04
40957,51,1178,2,3,4,-235213.65344765887,0.23,162131.59
40958,51,1035,3,3,3,-148800.8314226929,0.02,158089.17
40959,43,2256,2,1,4,-155736.81924551242,0.33,63004.93
40960,43,2256,3,1,3,50127.59370143807,0.1,21119.34
40961,40,1043,3,1,3,-141813.4939525815,0.29,132084.13
40962,57,1639,1,1,1,11142.85495567071,0.14,67652.35
40963,46,1870,3,1,2,-272873.48317328386,0.12,4962.82
40964,44,1592,3,1,3,-77059.07797165234,0.05,93891.07
40965,46,849,1,1,1,25558.77646150254,0.09,88635.42
40966,40,849,2,1,4,70033.8869792297,0.17,34073.83
40967,43,849,3,1,3,114050.40222314042,0.33,91392.9
40968,63,1032,1,1,1,291182.74929749884,0.35,21293.53
40969,39,901,1,1,1,80862.69879222424,0.26,105333.85
40970,57,1936,1,1,1,45827.17387920278,0.13,59695.02
40971,57,1870,2,1,3,263889.45642276417,0.15,6499.1
40972,46,1870,3,1,2,-4145.095861996945,0.11,123768.14
40973,40,1134,1,1,1,57406.74856218236,0.14,5589.54
40974,63,1643,3,1,3,-142370.409529164,0.05,104831.53
40975,62,980,3,4,2,-41672.190894597705,0.24,60459.05
40976,61,1639,1,1,1,179386.18026015197,0.01,137787.29
40977,58,1678,1,1,1,136853.06564635798,0.28,54054.67
40978,59,1657,2,1,3,89631.58516575184,0.09,41652.16
40979,53,1678,2,1,3,126086.09458328594,0.21,29379.32
40980,63,2092,3,1,3,-264941.5381904273,0.34,136370.1
40981,58,1936,1,1,1,-309098.9745743548,0.03,30485.51
40982,45,1734,3,1,3,57274.07908333472,0.12,36241.25
40983,48,1734,2,1,3,76890.8696975436,0.2,57125.35
40984,63,1844,1,1,1,-206474.9293057424,0.15,93726.46
40985,55,1723,2,1,2,46540.08471822712,0.02,17131.7
40986,58,1684,1,1,1,31138.955931161985,0.21,81312.5
40987,39,951,1,1,1,71885.3900546061,0.23,40098.96
40988,63,1178,3,1,5,-156588.5257233068,0.11,102544.65
40989,53,1213,1,1,1,-272988.5451438697,0.01,97354.95
40990,52,1036,2,1,3,270920.0193805251,0.17,97531.27
40991,35,1031,1,1,1,-87939.3348851326,0.04,80039.79
40992,49,957,3,1,5,63055.5062682813,0.13,7075.02
40993,48,962,1,1,1,46400.61008216447,0.15,41406.88
40994,38,1122,2,1,3,19779.793266451143,0.0,79982.58
40995,44,1141,2,1,3,133475.6023793217,0.01,76295.81
40996,38,1141,3,1,3,60585.233239266,0.15,61745.59
40997,51,819,1,3,1,84853.61124836889,0.03,53743.95
40998,55,811,1,3,1,59353.73582261799,0.26,119864.54
40999,35,1045,2,1,5,196506.9527457604,0.12,198122.27
41000,59,1639,1,1,1,-62527.46965979783,0.32,6186.51
41001,49,894,3,1,5,-64184.93420701755,0.21,34053.46
41002,56,1639,1,1,1,46105.26033899807,0.05,66937.68
41003,61,895,3,1,2,-97458.7456139101,0.23,72524.35
41004,40,1203,2,1,5,-147480.96888217996,0.34,19769.59
41005,41,1203,3,1,5,2095.916247756568,0.28,66939.33
41006,62,2624,1,1,1,-26531.422872513056,0.23,333175.39
41007,60,1936,1,1,1,83469.6547685632,0.02,45471.81
41008,57,910,2,4,3,147248.76850637657,0.26,40471.86
41009,37,1778,2,1,3,-43986.58232560275,0.02,72869.81
41010,37,1778,2,1,5,-265002.55882341875,0.3,67475.5
41011,54,1893,2,1,5,-174815.6078102095,0.24,55368.22
41012,39,1689,3,1,3,37163.78093406185,0.16,45212.62
41013,42,1777,2,1,5,-8838.730189600055,0.1,9457.26
41014,44,1134,1,1,1,170287.78494486664,0.13,74716.02
41015,36,1040,1,1,1,22056.292127646648,0.06,91995.84
41016,59,1654,2,1,5,-185138.707676862,0.21,88366.86
41017,53,1654,3,1,5,-149202.71523870685,0.2,27462.53
41018,47,1974,2,1,5,-62450.21374499797,0.34,17498.3
41019,47,894,1,1,1,346228.20361563785,0.05,52362.11
41020,49,1676,1,1,1,-99614.11133837904,0.18,89787.16
41021,52,966,1,1,1,196796.34444839865,0.05,103602.72
41022,48,1066,1,1,1,108615.67299331726,0.21,13206.6
41023,56,1657,2,1,2,139248.9945395141,0.08,140345.47
41024,48,894,1,1,1,-142555.1062847459,0.3,19246.24
41025,60,1639,1,1,1,67069.23426599422,0.17,54865.38
41026,59,1657,2,1,3,-79323.32655046196,0.22,41713.88
41027,61,2485,1,1,1,119916.3791222742,0.17,31184.71
41028,62,2624,3,1,2,28826.11091417033,0.1,12487.83
41029,58,2450,1,1,1,272542.83254590334,0.33,51925.88
41030,60,2624,3,1,4,-142439.5804142426,0.19,40577.77
41031,39,1242,3,4,4,-116220.12201552137,0.28,69269.86
41032,51,1852,1,1,1,-2785.123405627512,0.28,30739.95
41033,55,780,1,1,1,-236280.2536498008,0.27,40198.48
41034,55,584,2,1,4,51732.34176190197,0.04,57095.52
41035,57,1852,1,1,1,-87488.59921478212,0.05,265152.04
41036,57,1852,1,1,1,68120.57665063094,0.06,51906.99
41037,45,894,2,1,3,206380.8764797608,0.12,41727.5
41038,52,1654,1,1,1,-117843.68527649288,0.13,40572.25
41039,49,1734,3,1,3,-38852.62828144796,0.34,30257.04
41040,36,859,1,3,1,-121619.0848221273,0.32,48025.28
41041,51,1082,1,1,1,-150648.41202911228,0.23,86155.57
41042,42,804,2,3,5,10368.07979889717,0.18,264628.18
41043,36,804,3,1,5,-92698.76570647214,0.09,12103.14
41044,37,804,2,3,3,12638.79076109834,0.03,45879.61
41045,37,1306,3,4,3,-8165.652468604592,0.15,122513.27
41046,47,1306,2,1,3,23905.511155592925,0.23,100349.0
41047,48,1509,1,1,1,40932.111490883006,0.25,16628.78
41048,47,834,1,4,1,135831.18763957737,0.28,44499.07
41049,52,1108,1,1,1,52038.05021526552,0.16,18365.97
41050,39,1082,1,1,1,227356.56481258592,0.16,42481.0
41051,43,1090,1,1,1,34976.682286256735,0.22,92174.83
41052,37,918,2,1,5,76120.26032482025,0.05,147023.6
41053,37,1000,3,3,5,-19996.05452025107,0.08,59689.57
41054,56,2794,2,1,3,-7945.831623906269,0.35,29657.79
41055,51,1353,3,1,2,-77874.84505889825,0.25,20177.89
41056,54,2537,3,1,2,2825.6664339695303,0.32,97565.87
41057,39,1020,1,1,1,59838.76958763311,0.3,305096.12
41058,55,1169,1,1,1,79351.04809292093,0.17,39163.21
41059,58,2061,2,1,3,3300.168015618287,0.33,20785.49
41060,63,1821,2,1,3,83197.82572648657,0.01,66317.25
41061,39,2013,2,1,5,54208.62806398685,0.02,90884.8
41062,50,2288,2,1,3,-149692.66090451053,0.15,48863.56
41063,38,1062,1,1,1,133463.5091485218,0.3,31115.09
41064,62,1719,1,1,1,75208.41554525562,0.35,49233.43
41065,43,2171,1,1,1,-115323.20129944966,0.14,104041.91
41066,54,1689,2,1,3,16176.051088858636,0.22,59422.59
41067,50,1689,3,1,5,28063.892439851545,0.24,19606.07
41068,59,938,2,1,3,485179.00832354353,0.07,23805.68
41069,39,1284,1,1,1,202025.09716097888,0.05,117547.48
41070,60,1873,1,1,1,-40886.27018390226,0.29,133164.11
41071,40,1378,2,1,5,202949.9749723573,0.21,60434.32
41072,36,2291,2,1,5,53283.250332645846,0.17,76427.76
41073,59,2192,3,1,2,13883.128121843629,0.23,40951.26
41074,50,1129,1,1,1,49271.11141150547,0.18,80280.9
41075,48,866,1,1,1,-32421.07581491769,0.1,61613.73
41076,62,1993,1,1,1,-238709.41980725556,0.01,60777.68
41077,57,1976,3,1,5,-40255.1744033843,0.08,9947.96
41078,54,1932,2,1,5,115453.04326466296,0.23,28403.53
41079,63,2088,3,1,3,-79598.26975387399,0.08,83079.32
41080,59,1771,1,1,1,117981.70227391271,0.18,69816.62
41081,56,1392,1,3,1,58792.39926462268,0.0,82851.31
41082,35,1155,1,1,1,132018.41175457137,0.1,13594.92
41083,36,1106,1,1,1,-4145.685929078189,0.24,154789.0
41084,40,1026,1,1,1,964.5864209224206,0.1,30638.59
41085,43,1146,1,1,1,563225.0867755044,0.15,48007.09
41086,41,1354,1,1,1,57889.74453505474,0.17,127407.7
41087,44,1354,1,1,1,330601.3173746735,0.26,115162.48
41088,43,1350,3,1,3,-318099.0484555637,0.23,64036.04
41089,44,1350,2,1,5,-1715.2475735611588,0.25,24931.12
41090,41,1573,2,1,3,-120826.22430197315,0.23,79968.95
41091,42,1427,3,1,5,93551.5535733902,0.06,76320.02
41092,43,1427,1,1,1,47611.81550772365,0.13,21721.35
41093,54,986,1,1,1,90645.03149109076,0.21,44339.23
41094,38,1291,3,4,5,16211.965116780071,0.07,59256.39
41095,40,1291,2,1,3,-15151.216184799565,0.32,27761.87
41096,51,1066,3,1,3,-272713.86444795155,0.27,69778.9
41097,57,986,1,4,1,21388.495064495302,0.25,84027.23
41098,39,1082,2,4,3,49197.51718693568,0.02,18409.09
41099,43,1082,3,4,3,81365.40518817307,0.1,121384.92
41100,54,1678,2,1,3,72377.21356397851,0.03,50214.82
41101,45,1203,1,1,1,-115506.80871798852,0.32,44208.0
41102,56,2450,1,1,1,231164.5086486744,0.27,151145.39
41103,55,1852,1,1,1,108297.3180095685,0.18,46308.15
41104,60,1810,2,1,3,-177265.20066536998,0.03,57111.3
41105,50,1702,2,1,5,73312.68461466582,0.17,80250.74
41106,62,1684,1,1,1,53878.85227137439,0.26,75944.25
41107,53,673,1,3,1,61790.44792317522,0.3,49487.92
41108,63,1564,1,1,1,-117436.56976073184,0.21,287853.12
41109,46,1676,3,1,3,-168037.0845067307,0.28,117831.0
41110,57,874,1,1,1,-2177.7986215285546,0.18,86521.2
41111,56,796,2,3,4,-73320.0296589483,0.19,24959.08
41112,58,1821,2,1,3,178596.11646005648,0.23,39789.51
41113,58,673,3,3,3,-10635.993247275235,0.19,169940.71
41114,54,1654,3,1,3,-188264.2838442323,0.18,71635.1
41115,58,1723,2,1,3,167065.40330505933,0.19,43808.61
41116,54,1654,1,1,1,-153626.3038200572,0.22,102832.79
41117,47,894,2,1,3,182088.0462460382,0.02,78486.36
41118,42,978,1,3,1,74740.40696802756,0.05,29506.03
41119,54,787,3,1,3,4282.475691858634,0.05,61463.3
41120,37,1212,1,1,1,1443.0060383001455,0.28,16124.13
41121,60,794,1,1,1,190471.2102117049,0.27,13218.74
41122,45,1116,1,1,1,171431.39777206024,0.26,62867.62
41123,44,1290,1,1,1,53508.43959471188,0.34,53803.9
41124,54,1454,1,4,1,192969.9018377405,0.32,84805.49
41125,58,1509,1,1,1,272196.7994359018,0.17,221058.08
41126,61,918,1,4,1,134818.14558973213,0.16,16754.36
41127,43,1085,1,1,1,159019.5636564791,0.1,411842.67
41128,46,1013,3,1,3,-180673.5743334442,0.07,52914.55
41129,61,1704,2,1,3,-37622.53762752938,0.21,90056.14
41130,58,1857,3,1,3,-43614.5138327168,0.2,34271.35
41131,45,1857,2,1,3,103305.63083057846,0.17,110387.91
41132,53,1018,3,1,1,-48025.74819160285,0.34,39785.97
41133,59,1018,2,1,3,-125772.4133517592,0.15,5630.84
41134,59,1411,2,3,3,2300.2412346190367,0.17,65495.63
41135,56,1692,2,1,3,-145232.50838797356,0.13,56002.23
41136,51,1909,1,1,1,233811.8942433287,0.08,100871.6
41137,63,1861,1,1,1,-73760.46325392196,0.03,63984.19
41138,62,1901,3,1,2,-284756.3416414885,0.08,225081.9
41139,36,1120,1,1,1,255713.28130744392,0.25,59945.23
41140,52,2538,1,1,1,-100375.7727049763,0.3,104201.59
41141,52,3137,2,1,5,-20252.21175472749,0.05,76394.3
41142,63,2868,2,1,5,24526.851390554875,0.18,136706.61
41143,43,3019,2,1,5,417287.1390352827,0.11,64813.52
41144,55,1501,1,4,1,49203.5569530052,0.31,17003.47
41145,49,1018,1,1,1,28509.440058454435,0.24,32609.78
41146,46,1008,1,1,1,-169346.54151665713,0.24,123331.66
41147,60,962,1,4,1,802477.0552806269,0.16,74449.38
41148,54,883,1,3,1,-59219.40425223879,0.25,28470.8
41149,47,1130,3,1,3,68156.39605437941,0.25,64837.6
41150,52,1221,2,1,5,-223648.81416643085,0.01,163922.9
41151,51,1874,2,1,5,-316970.69877938693,0.21,71330.47
41152,50,1874,3,1,5,-249027.36394700105,0.22,57683.94
41153,50,1761,2,1,5,656180.4791039764,0.04,51907.94
41154,43,1158,1,1,1,-115640.2909210399,0.14,131258.44
41155,35,2210,1,1,1,-103542.15105385343,0.03,54511.87
41156,40,1147,1,2,1,-52009.379948959904,0.01,49324.7
41157,39,1626,1,1,1,110035.0895616184,0.06,100670.74
41158,45,1018,3,1,3,-36854.82102072368,0.2,47549.92
41159,39,867,1,1,1,-79192.28736608027,0.27,78473.26
41160,53,2098,3,1,3,106311.64058380798,0.23,26928.77
41161,51,2098,3,1,3,-49256.106646027336,0.29,41799.82
41162,53,2098,1,1,1,171944.3915739896,0.19,22584.25
41163,59,2193,3,1,3,-212532.88158400453,0.06,82774.78
41164,36,1020,3,1,4,-12706.038744873602,0.25,47408.83
41165,39,1690,1,1,1,41523.73006054357,0.27,106767.71
41166,53,901,3,1,5,181923.3095434745,0.16,146923.3
41167,36,1062,1,1,1,125722.15320771922,0.02,45231.88
41168,39,1386,1,1,1,64872.58566073979,0.13,114789.03
41169,63,1883,3,1,3,5494.44707545003,0.26,16697.89
41170,46,944,1,1,1,15906.04236000292,0.03,73738.68
41171,63,1883,1,1,1,51234.04797073802,0.32,9040.33
41172,45,1047,3,1,5,-146499.88218939144,0.18,13007.66
41173,62,811,1,1,1,145995.71875052317,0.18,12736.89
41174,44,1031,3,1,3,-15756.37876356021,0.08,40525.64
41175,53,1336,1,3,1,45318.20320788261,0.3,30102.35
41176,42,1001,3,3,3,81059.52426930536,0.19,56285.66
41177,46,1136,1,1,1,-168062.25294785685,0.07,8724.27
41178,44,956,1,1,1,-106715.89403540464,0.06,43801.74
41179,42,1242,3,1,4,-67681.98345656687,0.05,173612.55
41180,44,1175,1,1,1,88448.17639965791,0.18,10460.46
41181,43,1007,1,1,1,13163.0773144244,0.03,69221.6
41182,45,1329,1,1,1,-30270.033114619044,0.16,50575.27
41183,46,1097,1,1,1,216193.56022520267,0.33,8173.92
41184,35,1142,1,1,1,-209964.7724531395,0.04,67091.22
41185,60,885,1,1,1,-66782.65195789584,0.04,109623.96
41186,36,961,3,1,5,-96765.87620594304,0.34,66006.28
41187,55,1054,1,1,1,-113129.11336243108,0.13,32613.2
41188,58,1102,1,1,1,-219905.44920683,0.12,202218.12
41189,54,1878,1,4,1,-47617.64046211037,0.25,103419.48
41190,61,895,3,1,3,-98561.44891154525,0.19,13952.07
41191,45,1043,1,1,1,-263176.79736418714,0.12,99849.48
41192,45,761,2,3,3,339635.9584522866,0.13,41259.34
41193,60,2450,1,1,1,99154.39169741406,0.33,81312.5
41194,56,2450,1,1,1,199003.6186709444,0.1,151193.46
41195,46,2763,2,1,5,60804.16307176278,0.03,52173.27
41196,48,1870,1,1,1,-34892.80816870732,0.3,198005.54
41197,57,1852,1,1,1,-185786.51434505943,0.28,70494.52
41198,50,1870,1,1,1,-118321.55669135056,0.32,88145.25
41199,35,940,1,1,1,-96004.2454249182,0.34,57326.64
41200,35,1689,3,1,3,18047.842290656627,0.35,36950.0
41201,55,1936,3,1,2,72854.00869455184,0.09,29776.7
41202,43,1134,1,1,1,-52647.95888815561,0.06,64508.84
41203,38,1078,1,1,1,-35413.82677205074,0.32,113113.82
41204,53,1654,1,1,1,110566.2176215942,0.05,174422.8
41205,49,1676,1,1,1,137255.26029461584,0.3,31272.2
41206,60,1678,3,1,3,-344224.6127105564,0.23,50712.91
41207,52,740,1,3,1,2283.019071250536,0.27,74283.11
41208,44,1957,1,1,1,130405.36444382368,0.27,124380.77
41209,61,2450,1,1,1,-188365.1183952144,0.32,55057.43
